Namespace(I0=20, N=10000, R0=0, beta=0.5, data='italy_i.csv', day_max=58, day_min=33, delta=0.2, k_inf=1, k_rec=1, llavor=1, nseed=1, seed0=1)
         1198205 function calls (1185443 primitive calls) in 3.472 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 {built-in method _signal.set_wakeup_fd}
        4    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
        2    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      177    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      157    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      142    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        7    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
     3036    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1182    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     2332    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
      212    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       44    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
 1216/960    0.021    0.000    0.150    0.000 {built-in method builtins.__build_class__}
   389/30    0.001    0.000    0.437    0.015 {built-in method builtins.__import__}
     1396    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      477    0.000    0.000    0.002    0.000 {built-in method builtins.all}
     2598    0.002    0.000    0.007    0.000 {built-in method builtins.any}
     4060    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      396    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      317    0.029    0.000    0.029    0.000 {built-in method builtins.compile}
      160    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       26    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
      125    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       16    0.001    0.000    0.003    0.000 {built-in method builtins.eval}
    637/1    0.004    0.000    3.474    3.474 {built-in method builtins.exec}
24923/24731    0.009    0.000    0.023    0.000 {built-in method builtins.getattr}
      716    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     6718    0.002    0.000    0.003    0.000 {built-in method builtins.hasattr}
 1148/700    0.001    0.000    0.002    0.000 {built-in method builtins.hash}
     2930    0.001    0.000    0.001    0.000 {built-in method builtins.id}
    54355    0.009    0.000    0.012    0.000 {built-in method builtins.isinstance}
      785    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
     2944    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
71564/70612    0.006    0.000    0.007    0.000 {built-in method builtins.len}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      991    0.001    0.000    0.001    0.000 {built-in method builtins.max}
    23484    0.005    0.000    0.005    0.000 {built-in method builtins.min}
8087/8083    0.002    0.000    0.010    0.000 {built-in method builtins.next}
     2163    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      188    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      120    0.001    0.000    0.001    0.000 {built-in method builtins.round}
    11163    0.004    0.000    0.004    0.000 {built-in method builtins.setattr}
      568    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       78    0.000    0.000    0.002    0.000 {built-in method builtins.sum}
      722    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {built-in method create_for_data}
      862    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       24    0.000    0.000    0.000    0.000 {built-in method from_name}
      146    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        7    0.005    0.001    0.005    0.001 {built-in method gc.collect}
        4    0.000    0.000    0.000    0.000 {built-in method get_default}
        1    0.000    0.000    0.000    0.000 {built-in method gi._gi._install_metaclass}
        6    0.000    0.000    0.000    0.000 {built-in method gi._gi.enum_add}
        4    0.000    0.000    0.000    0.000 {built-in method gi._gi.enum_register_new_gtype_and_add}
        4    0.000    0.000    0.000    0.000 {built-in method gi._gi.flags_add}
        5    0.000    0.000    0.000    0.000 {built-in method gi._gi.flags_register_new_gtype_and_add}
        9    0.000    0.000    0.000    0.000 {built-in method gi._gi.pyos_getsig}
        1    0.000    0.000    0.000    0.000 {built-in method gi._gi.register_foreign}
       24    0.000    0.000    0.000    0.000 {built-in method gi._gi.register_interface_info}
        6    0.000    0.000    0.000    0.000 {built-in method gi._gi.type_register}
      287    0.005    0.000    0.005    0.000 {built-in method io.open_code}
       32    0.001    0.000    0.001    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      287    0.057    0.000    0.057    0.000 {built-in method marshal.loads}
      139    0.000    0.000    0.000    0.000 {built-in method math.cos}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
      100    0.000    0.000    0.000    0.000 {built-in method math.floor}
      132    0.000    0.000    0.000    0.000 {built-in method math.log10}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
      193    0.000    0.000    0.000    0.000 {built-in method math.radians}
      139    0.000    0.000    0.000    0.000 {built-in method math.sin}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      351    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.affine_transform}
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
       20    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
       15    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.point_in_path}
        7    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       68    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
     3581    0.010    0.000    0.010    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      299    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.count_nonzero}
2334/1918    0.005    0.000    0.045    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
       62    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
       15    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      178    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       89    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
     6391    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
       14    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
       88    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       34    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
     3036    0.008    0.000    0.008    0.000 {built-in method posix.lstat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.001    0.001    0.001    0.001 {built-in method posix.read}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        4    0.000    0.000    0.000    0.000 {built-in method posix.set_inheritable}
     1508    0.007    0.000    0.007    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       71    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
      721    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      409    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        5    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f78f84e2af0}
    10278    0.002    0.000    0.002    0.000 {function RcParams.__getitem__ at 0x7f78f4e0ef70}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7f78e3290700}
        4    0.000    0.000    0.000    0.000 {function socket.close at 0x7f78e0180040}
        6    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      177    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      412    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       39    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     1197    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       42    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       30    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
       12    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
    26848    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
      138    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       13    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       14    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      138    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       32    0.000    0.000    0.001    0.000 {method 'clip' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       42    0.000    0.000    0.000    0.000 {method 'connect' of 'gi._gi.GObject' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      256    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
     1755    0.003    0.000    0.003    0.000 {method 'copy' of 'numpy.ndarray' objects}
        2    0.002    0.001    0.002    0.001 {method 'copy_from_bbox' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
      468    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       53    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'detach' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       54    0.002    0.000    0.002    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
