Áreas de movilidad;Tipo de dato;Periodo;Total
Sant Joan de Vilatorrada y otros municipios;Personas;18/11/2019;14.529
Sant Joan Despí;Personas;18/11/2019;34.123
Sant Joan les Fonts y otros municipios;Personas;18/11/2019;6.397
Sant Josep de sa Talaia;Personas;18/11/2019;27.413
Sant Just Desvern;Personas;18/11/2019;17.805
Sant Llorenç de Morunys y otros municipios;Personas;18/11/2019;4.497
Sant Llorenç des Cardassar;Personas;18/11/2019;8.431
Sant Lluís;Personas;18/11/2019;6.798
Sant Martí Sarroca y Castellví de la Marca;Personas;18/11/2019;4.799
Sant Pere de Ribes;Personas;18/11/2019;30.719
Sant Pere de Riudebitlles y otros municipios;Personas;18/11/2019;5.043
Sant Pere de Torelló y otros municipios;Personas;18/11/2019;6.383
Sant Pere de Vilamajor y otros municipios;Personas;18/11/2019;17.890
Sant Pere Pescador y otros municipios;Personas;18/11/2019;5.341
Sant Pol de Mar;Personas;18/11/2019;5.299
Sant Quirze de Besora y otros municipios;Personas;18/11/2019;5.688
Sant Quirze del Vallès;Personas;18/11/2019;20.141
Sant Sadurní d'Anoia;Personas;18/11/2019;12.887
Sant Salvador de Guardiola y Manresa (distrito 06);Personas;18/11/2019;5.149
Sant Vicenç de Castellet y otros municipios;Personas;18/11/2019;12.365
Sant Vicenç de Montalt y Caldes d'Estrac;Personas;18/11/2019;9.389
Sant Vicenç dels Horts;Personas;18/11/2019;28.117
Santa Amalia y otros municipios;Personas;18/11/2019;7.932
Santa Bàrbara y otros municipios;Personas;18/11/2019;7.007
Santa Brígida;Personas;18/11/2019;18.263
Santa Coloma de Cervelló;Personas;18/11/2019;8.218
Santa Coloma de Farners y Brunyola;Personas;18/11/2019;13.526
Santa Coloma de Gramenet (distrito 01);Personas;18/11/2019;22.175
Santa Coloma de Gramenet (distrito 02);Personas;18/11/2019;15.273
Santa Coloma de Gramenet (distrito 03);Personas;18/11/2019;19.445
Santa Coloma de Gramenet (distrito 04);Personas;18/11/2019;21.865
Santa Coloma de Gramenet (distrito 05);Personas;18/11/2019;23.740
Santa Coloma de Gramenet (distrito 06);Personas;18/11/2019;16.717
Santa Coloma de Queralt y otros municipios;Personas;18/11/2019;5.333
Santa Comba;Personas;18/11/2019;9.426
Santa Cristina d'Aro;Personas;18/11/2019;5.223
Santa Cristina de la Polvorosa y otros municipios;Personas;18/11/2019;4.976
Santa Cruz de Bezana;Personas;18/11/2019;13.095
Santa Cruz de la Palma;Personas;18/11/2019;15.716
Santa Cruz de la Zarza y Villatobas;Personas;18/11/2019;6.532
Santa Cruz de Mudela y otros municipios;Personas;18/11/2019;7.177
Santa Cruz de Tenerife (distrito 01);Personas;18/11/2019;15.252
Santa Cruz de Tenerife (distrito 02);Personas;18/11/2019;10.497
Santa Cruz de Tenerife (distrito 03);Personas;18/11/2019;22.557
Santa Cruz de Tenerife (distrito 04);Personas;18/11/2019;12.341
Santa Cruz de Tenerife (distrito 05);Personas;18/11/2019;19.894
Santa Cruz de Tenerife (distrito 06);Personas;18/11/2019;30.692
Santa Cruz de Tenerife (distrito 09);Personas;18/11/2019;17.790
Santa Cruz de Tenerife (distrito 10);Personas;18/11/2019;16.322
Santa Cruz de Tenerife (distrito 11);Personas;18/11/2019;31.848
Santa Cruz de Tenerife (distrito 12);Personas;18/11/2019;18.170
Santa Cruz de Tenerife (distritos 07 y 08);Personas;18/11/2019;11.949
Santa Cruz del Retamar y otros municipios;Personas;18/11/2019;6.243
Santa Elena de Jamuz y otros municipios;Personas;18/11/2019;4.975
Santa Eulàlia de Ronçana;Personas;18/11/2019;7.288
Santa Eulària des Riu;Personas;18/11/2019;38.015
Santa Fe;Personas;18/11/2019;15.157
Santa Lucía de Tirajana (distrito 03);Personas;18/11/2019;62.894
Santa Lucía de Tirajana (distritos 01 y 02) y San Bartolomé de Tirajana (distrito 01);Personas;18/11/2019;12.082
Santa Margalida;Personas;18/11/2019;12.485
Santa Margarida de Montbui;Personas;18/11/2019;9.980
Santa Margarida i els Monjos;Personas;18/11/2019;7.611
Santa María de Cayón;Personas;18/11/2019;9.159
Santa María de Guía de Gran Canaria;Personas;18/11/2019;13.850
Santa Maria de Palautordera;Personas;18/11/2019;9.423
Santa María del Camí;Personas;18/11/2019;7.375
Santa María del Campo y otros municipios;Personas;18/11/2019;4.828
Santa María del Páramo y otros municipios;Personas;18/11/2019;5.429
Santa Marta de Tormes;Personas;18/11/2019;14.805
Santa Marta y otros municipios;Personas;18/11/2019;8.222
Santa Olalla del Cala y otros municipios;Personas;18/11/2019;6.162
Santa Olalla y otros municipios;Personas;18/11/2019;5.413
Santa Oliva y otros municipios;Personas;18/11/2019;8.693
Santa Perpètua de Mogoda;Personas;18/11/2019;25.799
Santa Pola;Personas;18/11/2019;32.306
Santa Úrsula;Personas;18/11/2019;14.679
Santaella y Guijarrosa, La;Personas;18/11/2019;6.028
Santander (distrito 01);Personas;18/11/2019;9.551
Santander (distrito 02);Personas;18/11/2019;27.106
Santander (distrito 03);Personas;18/11/2019;14.931
Santander (distrito 04);Personas;18/11/2019;16.912
Santander (distrito 05);Personas;18/11/2019;17.288
Santander (distrito 06);Personas;18/11/2019;14.377
Santander (distrito 07);Personas;18/11/2019;27.456
Santander (distrito 08);Personas;18/11/2019;44.918
Santanyí;Personas;18/11/2019;12.237
Santas Martas y otros municipios;Personas;18/11/2019;5.025
Santiago de Compostela (distrito 01);Personas;18/11/2019;8.958
Santiago de Compostela (distrito 02);Personas;18/11/2019;15.630
Santiago de Compostela (distrito 03);Personas;18/11/2019;11.137
Santiago de Compostela (distrito 04);Personas;18/11/2019;27.464
Santiago de Compostela (distrito 05);Personas;18/11/2019;29.935
Santiago de Compostela (distrito 06) y Trazo;Personas;18/11/2019;7.249
Santiago del Teide;Personas;18/11/2019;11.111
Santiago-Pontones y otros municipios;Personas;18/11/2019;9.029
Santibáñez de Vidriales y otros municipios;Personas;18/11/2019;5.164
Santillana del Mar;Personas;18/11/2019;4.207
Santiponce;Personas;18/11/2019;8.554
Santisteban del Puerto y Aldeaquemada;Personas;18/11/2019;4.953
Santiurde de Toranzo y otros municipios;Personas;18/11/2019;4.748
Santo Domingo de la Calzada;Personas;18/11/2019;6.238
Santomera;Personas;18/11/2019;16.206
Santoña;Personas;18/11/2019;11.024
Santos de Maimona, Los;Personas;18/11/2019;8.091
Santovenia de Pisuerga y Cabezón de Pisuerga;Personas;18/11/2019;8.193
Santpedor;Personas;18/11/2019;7.554
Santurtzi;Personas;18/11/2019;45.853
Sanxenxo;Personas;18/11/2019;17.347
Sariegos y otros municipios;Personas;18/11/2019;8.555
Sariñena y otros municipios;Personas;18/11/2019;4.858
Sarria;Personas;18/11/2019;13.330
Sarrià de Ter;Personas;18/11/2019;5.170
Sarrión y otros municipios;Personas;18/11/2019;4.481
Sasamón y otros municipios;Personas;18/11/2019;5.208
Sástago y otros municipios;Personas;18/11/2019;4.672
Saucejo, El y otros municipios;Personas;18/11/2019;10.929
Sauzal, El;Personas;18/11/2019;8.934
Saviñao, O y Bóveda;Personas;18/11/2019;5.216
Sax y Salinas;Personas;18/11/2019;11.446
Sayalonga y otros municipios;Personas;18/11/2019;4.713
Sedaví;Personas;18/11/2019;10.333
Segorbe;Personas;18/11/2019;8.978
Segovia (distrito 03);Personas;18/11/2019;8.784
Segovia (distrito 04);Personas;18/11/2019;13.545
Segovia (distrito 05);Personas;18/11/2019;10.735
Segovia (distrito 06);Personas;18/11/2019;6.536
Segovia (distrito 07);Personas;18/11/2019;6.317
Segovia (distritos 01 y 02);Personas;18/11/2019;5.757
Selaya y otros municipios;Personas;18/11/2019;5.988
Selva del Camp, La;Personas;18/11/2019;5.652
Selva y otros municipios;Personas;18/11/2019;6.395
Sencelles y Santa Eugènia;Personas;18/11/2019;4.851
Sénia, La;Personas;18/11/2019;5.681
Sentmenat;Personas;18/11/2019;9.078
Serra y otros municipios;Personas;18/11/2019;7.101
Serradilla y otros municipios;Personas;18/11/2019;7.155
Serranillos del Valle y Batres;Personas;18/11/2019;5.849
Seseña y Casarrubios del Monte;Personas;18/11/2019;31.516
Sestao;Personas;18/11/2019;27.296
Seu d'Urgell, La;Personas;18/11/2019;12.089
Seva y otros municipios;Personas;18/11/2019;6.623
Sevilla (SCD Number 10-A);Personas;18/11/2019;10.427
Sevilla (SCD Number 10-B);Personas;18/11/2019;31.159
Sevilla (SCD Number 11);Personas;18/11/2019;25.173
Sevilla (SCD Number 1-A);Personas;18/11/2019;20.139
Sevilla (SCD Number 1-B);Personas;18/11/2019;21.176
Sevilla (SCD Number 1-C);Personas;18/11/2019;14.722
Sevilla (SCD Number 2-A);Personas;18/11/2019;12.369
Sevilla (SCD Number 2-B);Personas;18/11/2019;29.378
Sevilla (SCD Number 2-C);Personas;18/11/2019;15.380
Sevilla (SCD Number 2-D);Personas;18/11/2019;16.168
Sevilla (SCD Number 3-A);Personas;18/11/2019;29.851
Sevilla (SCD Number 3-B);Personas;18/11/2019;21.060
Sevilla (SCD Number 4-A);Personas;18/11/2019;18.048
Sevilla (SCD Number 4-B);Personas;18/11/2019;24.644
Sevilla (SCD Number 4-C);Personas;18/11/2019;12.674
Sevilla (SCD Number 4-D);Personas;18/11/2019;14.376
Sevilla (SCD Number 4-E);Personas;18/11/2019;18.431
Sevilla (SCD Number 5-A);Personas;18/11/2019;16.421
Sevilla (SCD Number 5-B);Personas;18/11/2019;11.840
Sevilla (SCD Number 5-C);Personas;18/11/2019;8.838
Sevilla (SCD Number 5-D);Personas;18/11/2019;11.691
Sevilla (SCD Number 5-E);Personas;18/11/2019;20.711
Sevilla (SCD Number 6-A);Personas;18/11/2019;16.179
Sevilla (SCD Number 6-B);Personas;18/11/2019;10.670
Sevilla (SCD Number 6-C);Personas;18/11/2019;20.243
Sevilla (SCD Number 7-A);Personas;18/11/2019;31.999
Sevilla (SCD Number 7-B);Personas;18/11/2019;14.783
Sevilla (SCD Number 7-C);Personas;18/11/2019;12.833
Sevilla (SCD Number 7-D);Personas;18/11/2019;13.133
Sevilla (SCD Number 8-A);Personas;18/11/2019;18.313
Sevilla (SCD Number 8-B);Personas;18/11/2019;7.589
Sevilla (SCD Number 8-C);Personas;18/11/2019;13.111
Sevilla (SCD Number 8-D);Personas;18/11/2019;20.758
Sevilla (SCD Number 9-A);Personas;18/11/2019;18.041
Sevilla (SCD Number 9-B);Personas;18/11/2019;19.089
Sevilla (SCD Number 9-C);Personas;18/11/2019;22.752
Sevilla (SCD Number 9-D);Personas;18/11/2019;19.748
Sevilla (SCD Number 9-E);Personas;18/11/2019;24.675
Sevilla la Nueva;Personas;18/11/2019;9.318
Siero;Personas;18/11/2019;51.667
Sierra de Fuentes y otros municipios;Personas;18/11/2019;4.349
Sierra de Yeguas y otros municipios;Personas;18/11/2019;9.228
Sigüenza y otros municipios;Personas;18/11/2019;5.169
Siles y otros municipios;Personas;18/11/2019;6.303
Silla;Personas;18/11/2019;18.771
Silleda;Personas;18/11/2019;8.687
Silos, Los;Personas;18/11/2019;4.693
Sils;Personas;18/11/2019;6.093
Simancas;Personas;18/11/2019;5.276
Simat de la Valldigna y Benifairó de la Valldigna;Personas;18/11/2019;4.900
Sineu y otros municipios;Personas;18/11/2019;6.522
Siruela y otros municipios;Personas;18/11/2019;5.213
Sitges;Personas;18/11/2019;29.307
Socuéllamos;Personas;18/11/2019;12.139
Solana, La;Personas;18/11/2019;15.479
Sollana;Personas;18/11/2019;4.861
Sóller;Personas;18/11/2019;13.705
Solosancho y otros municipios;Personas;18/11/2019;5.262
Solsona;Personas;18/11/2019;9.094
Son Servera;Personas;18/11/2019;11.568
Sondika y Loiu;Personas;18/11/2019;6.935
Soneja y otros municipios;Personas;18/11/2019;5.137
Sonseca;Personas;18/11/2019;11.067
Sopela;Personas;18/11/2019;13.878
Sopuerta y Galdames;Personas;18/11/2019;3.358
Soria;Personas;18/11/2019;39.398
Sort y otros municipios;Personas;18/11/2019;4.856
Sotillo de la Adrada y otros municipios;Personas;18/11/2019;6.051
Soto del Barco y Muros de Nalón;Personas;18/11/2019;5.737
Soto del Real;Personas;18/11/2019;8.799
Sotoserrano y otros municipios;Personas;18/11/2019;5.539
Soutomaior y Pontevedra (distrito 07);Personas;18/11/2019;8.668
Suances;Personas;18/11/2019;8.782
Subirats y Olesa de Bonesvalls;Personas;18/11/2019;4.854
Sueca;Personas;18/11/2019;27.479
Súria;Personas;18/11/2019;5.942
Tabernas y otros municipios;Personas;18/11/2019;5.888
Tacoronte;Personas;18/11/2019;24.134
Tafalla;Personas;18/11/2019;10.595
Talamanca de Jarama y otros municipios;Personas;18/11/2019;6.399
Talarrubias y otros municipios;Personas;18/11/2019;7.112
Talavera de la Reina (distrito 01);Personas;18/11/2019;13.398
Talavera de la Reina (distrito 02) y Pueblanueva, La;Personas;18/11/2019;27.424
Talavera de la Reina (distrito 03);Personas;18/11/2019;31.771
Talavera de la Reina (distrito 04);Personas;18/11/2019;12.964
Talavera la Real y otros municipios;Personas;18/11/2019;9.820
Talayuela y otros municipios;Personas;18/11/2019;9.670
Tamarite de Litera y otros municipios;Personas;18/11/2019;6.757
Tapia de Casariego y Castropol;Personas;18/11/2019;7.188
Taradell y otros municipios;Personas;18/11/2019;14.735
Tarancón;Personas;18/11/2019;15.271
Tarazona de la Mancha y Villalgordo del Júcar;Personas;18/11/2019;7.329
Tarazona y otros municipios;Personas;18/11/2019;11.796
Tarifa;Personas;18/11/2019;18.162
Tarragona (distrito 04);Personas;18/11/2019;17.006
Tarragona (distrito 05);Personas;18/11/2019;11.563
Tarragona (distrito 06);Personas;18/11/2019;23.925
Tarragona (distrito 07);Personas;18/11/2019;42.599
Tarragona (distrito 08);Personas;18/11/2019;22.731
Tarragona (distrito 09);Personas;18/11/2019;8.900
Tarragona (distritos 01 a 03);Personas;18/11/2019;7.791
Tàrrega;Personas;18/11/2019;17.098
Tauste;Personas;18/11/2019;6.912
Tavernes Blanques;Personas;18/11/2019;9.120
Tavernes de la Valldigna;Personas;18/11/2019;17.201
Tazacorte y Tijarafe;Personas;18/11/2019;7.107
Teba y Almargen;Personas;18/11/2019;5.714
Tegueste;Personas;18/11/2019;11.294
Teguise;Personas;18/11/2019;22.342
Teià;Personas;18/11/2019;6.397
Telde (distrito 02);Personas;18/11/2019;16.375
Telde (distrito 03);Personas;18/11/2019;31.875
Telde (distrito 04);Personas;18/11/2019;6.298
Telde (distrito 06);Personas;18/11/2019;27.362
Telde (distritos 01 y 05);Personas;18/11/2019;20.737
Teo;Personas;18/11/2019;18.579
Teror;Personas;18/11/2019;12.519
Terradillos y otros municipios;Personas;18/11/2019;6.203
Terrassa (distrito 01);Personas;18/11/2019;35.930
Terrassa (distrito 02);Personas;18/11/2019;22.756
Terrassa (distrito 03 y secciones 001 a 004 del distrito 07);Personas;18/11/2019;34.074
Terrassa (distrito 04);Personas;18/11/2019;40.000
Terrassa (distrito 05);Personas;18/11/2019;46.179
Terrassa (distrito 06);Personas;18/11/2019;41.617
Teruel;Personas;18/11/2019;35.890
Teulada y Benitachell/Poble Nou de Benitatxell, el;Personas;18/11/2019;15.388
Teverga y otros municipios;Personas;18/11/2019;6.248
Tiana;Personas;18/11/2019;8.840
Tías;Personas;18/11/2019;20.170
Tiemblo, El y Navahondilla;Personas;18/11/2019;4.413
Tierz y otros municipios;Personas;18/11/2019;4.951
Tíjola y otros municipios;Personas;18/11/2019;6.548
Tinajo;Personas;18/11/2019;6.279
Tineo;Personas;18/11/2019;9.389
Tiñosillos y otros municipios;Personas;18/11/2019;4.811
Tobarra;Personas;18/11/2019;7.684
Tocina;Personas;18/11/2019;9.501
Toledo (distrito 05);Personas;18/11/2019;38.817
Toledo (distrito 06);Personas;18/11/2019;5.549
Toledo (distrito 07);Personas;18/11/2019;30.144
Toledo (distritos 01 a 04);Personas;18/11/2019;10.363
Tolosa;Personas;18/11/2019;19.667
Tomares;Personas;18/11/2019;25.359
Tomelloso;Personas;18/11/2019;35.873
Tomiño;Personas;18/11/2019;13.499
Tona y otros municipios;Personas;18/11/2019;13.603
Torà y otros municipios;Personas;18/11/2019;5.080
Tordera y Fogars de la Selva;Personas;18/11/2019;18.667
Tordesillas;Personas;18/11/2019;8.750
Torelló;Personas;18/11/2019;14.347
Toreno y otros municipios;Personas;18/11/2019;5.252
Torija y otros municipios;Personas;18/11/2019;5.347
Torno, El y otros municipios;Personas;18/11/2019;4.929
Toro y otros municipios;Personas;18/11/2019;9.034
Torre de Claramunt, La y Pobla de Claramunt, La;Personas;18/11/2019;5.907
Torre del Bierzo y otros municipios;Personas;18/11/2019;5.211
Torreblanca;Personas;18/11/2019;5.528
Torrecillas de la Tiesa y otros municipios;Personas;18/11/2019;5.212
Torredelcampo y Fuerte del Rey;Personas;18/11/2019;15.604
Torredembarra;Personas;18/11/2019;16.184
Torredonjimeno;Personas;18/11/2019;13.696
Torrefarrera;Personas;18/11/2019;4.605
Torrejón de Ardoz (distrito 01);Personas;18/11/2019;39.260
Torrejón de Ardoz (distrito 02);Personas;18/11/2019;49.949
Torrejón de Ardoz (distrito 03);Personas;18/11/2019;14.132
Torrejón de Ardoz (distrito 04);Personas;18/11/2019;28.035
Torrejón de la Calzada;Personas;18/11/2019;8.872
Torrejón de Velasco;Personas;18/11/2019;4.382
Torrejón del Rey y Galápagos;Personas;18/11/2019;7.837
Torrejoncillo y otros municipios;Personas;18/11/2019;5.654
Torrelaguna y Redueña;Personas;18/11/2019;5.020
Torrelavega (distrito 01);Personas;18/11/2019;15.937
Torrelavega (distrito 03);Personas;18/11/2019;12.945
Torrelavega (distrito 04);Personas;18/11/2019;10.791
Torrelavega (distritos 02 y 05);Personas;18/11/2019;11.821
Torrelles de Llobregat;Personas;18/11/2019;6.041
Torrelodones;Personas;18/11/2019;23.717
Torremolinos;Personas;18/11/2019;68.661
Torrent (distrito 01);Personas;18/11/2019;18.883
Torrent (distrito 02);Personas;18/11/2019;9.471
Torrent (distrito 03);Personas;18/11/2019;38.570
Torrent (distrito 04);Personas;18/11/2019;15.284
Torrenueva y otros municipios;Personas;18/11/2019;7.711
Torre-Pacheco;Personas;18/11/2019;35.676
Torreperogil y Sabiote;Personas;18/11/2019;11.194
Torres de Cotillas, Las;Personas;18/11/2019;21.471
Torres de la Alameda;Personas;18/11/2019;7.779
Torrevieja (distrito 01);Personas;18/11/2019;22.901
Torrevieja (distrito 02);Personas;18/11/2019;23.442
Torrevieja (distrito 03);Personas;18/11/2019;36.994
Torrijos;Personas;18/11/2019;13.466
Torroella de Montgrí;Personas;18/11/2019;11.645
Torrox;Personas;18/11/2019;17.234
Tortosa;Personas;18/11/2019;33.372
Tossa de Mar;Personas;18/11/2019;5.683
Totana y Aledo;Personas;18/11/2019;33.030
Traiguera y otros municipios;Personas;18/11/2019;5.131
Traspinedo y otros municipios;Personas;18/11/2019;5.586
Trebujena;Personas;18/11/2019;7.028
Tremp;Personas;18/11/2019;5.844
Tres Cantos;Personas;18/11/2019;47.722
Trigueros;Personas;18/11/2019;7.713
Trujillo y Aldea del Obispo, La;Personas;18/11/2019;9.315
Tudela;Personas;18/11/2019;36.258
Tudela de Duero;Personas;18/11/2019;8.564
Tui;Personas;18/11/2019;16.701
Tuineje;Personas;18/11/2019;15.241
Turís;Personas;18/11/2019;6.646
Turre y otros municipios;Personas;18/11/2019;7.308
Úbeda;Personas;18/11/2019;34.345
Ubrique;Personas;18/11/2019;16.597
Ugao-Miraballes y otros municipios;Personas;18/11/2019;5.279
Ugena;Personas;18/11/2019;5.411
Ugíjar y otros municipios;Personas;18/11/2019;5.410
Ulldecona;Personas;18/11/2019;6.300
Umbrete;Personas;18/11/2019;8.894
Unión, La;Personas;18/11/2019;20.225
Urduliz y otros municipios;Personas;18/11/2019;7.313
Urduña/Orduña;Personas;18/11/2019;4.232
Urnieta;Personas;18/11/2019;6.168
Urretxu y Antzuola;Personas;18/11/2019;8.882
Usurbil;Personas;18/11/2019;6.174
Utebo;Personas;18/11/2019;18.691
Utiel;Personas;18/11/2019;11.531
Utrera (distrito 01);Personas;18/11/2019;12.790
Utrera (distrito 03);Personas;18/11/2019;10.084
Utrera (distrito 05) y otros municipios;Personas;18/11/2019;22.506
Utrera (distritos 02 y 04);Personas;18/11/2019;11.168
Utrillas y otros municipios;Personas;18/11/2019;5.016
Vacarisses;Personas;18/11/2019;6.688
Val do Dubra y Baña, A;Personas;18/11/2019;7.326
Valdáliga y otros municipios;Personas;18/11/2019;5.798
Valdefresno y otros municipios;Personas;18/11/2019;6.007
Valdefuentes y otros municipios;Personas;18/11/2019;5.761
Valdelacalzada y Lobón;Personas;18/11/2019;5.457
Valdemorillo;Personas;18/11/2019;12.518
Valdemoro (distrito 01);Personas;18/11/2019;46.867
Valdemoro (distrito 02);Personas;18/11/2019;29.116
Valdeolmos-Alalpardo y otros municipios;Personas;18/11/2019;7.140
Valdepeñas;Personas;18/11/2019;30.077
Valdepeñas de Jaén y otros municipios;Personas;18/11/2019;7.259
Valderas y otros municipios;Personas;18/11/2019;5.348
Valderredible y otros municipios;Personas;18/11/2019;3.202
Valderrobres y otros municipios;Personas;18/11/2019;5.822
Valderrueda y otros municipios;Personas;18/11/2019;4.951
Valdés;Personas;18/11/2019;11.504
Valdetorres de Jarama;Personas;18/11/2019;4.497
Valdilecha y otros municipios;Personas;18/11/2019;8.101
Valdoviño;Personas;18/11/2019;6.563
Valencia (SCD Aiora);Personas;18/11/2019;24.939
Valencia (SCD Albors/Camí Fondo/Penya-roja);Personas;18/11/2019;25.719
Valencia (SCD Arrancapins);Personas;18/11/2019;22.476
Valencia (SCD Benicalap);Personas;18/11/2019;24.451
Valencia (SCD Benimaclet);Personas;18/11/2019;28.654
Valencia (SCD Campanar);Personas;18/11/2019;38.275
Valencia (SCD Ciutat Fallera);Personas;18/11/2019;22.183
Valencia (SCD Ciutat Vella);Personas;18/11/2019;26.965
Valencia (SCD El Botànic/La Roqueta);Personas;18/11/2019;11.034
Valencia (SCD El Cabanyal-El Canyamelar/Beteró);Personas;18/11/2019;27.411
Valencia (SCD El Grau/Natzaret);Personas;18/11/2019;15.359
Valencia (SCD El Pla del Real);Personas;18/11/2019;30.471
Valencia (SCD El Pla del Remei/Gran Via);Personas;18/11/2019;18.853
Valencia (SCD En Corts/Na Rovella);Personas;18/11/2019;19.875
Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces);Personas;18/11/2019;12.573
Valencia (SCD La Creu Coberta/Sant Marcel.lí/Camí Real);Personas;18/11/2019;20.041
Valencia (SCD La Creu del Grau);Personas;18/11/2019;14.674
Valencia (SCD La Malva-rosa);Personas;18/11/2019;12.916
Valencia (SCD La Petxina);Personas;18/11/2019;15.013
Valencia (SCD La Raiosa/L'Hort de Senabre);Personas;18/11/2019;32.513
Valencia (SCD L'Amistat/La Vega Baixa/La Carrasca);Personas;18/11/2019;16.173
Valencia (SCD L'IllaPerduda/Ciutat Jardin);Personas;18/11/2019;20.480
Valencia (SCD Malilla);Personas;18/11/2019;21.912
Valencia (SCD Marxalenes);Personas;18/11/2019;10.616
Valencia (SCD Mont-Olivet);Personas;18/11/2019;19.408
Valencia (SCD Morvedre/Trinitat);Personas;18/11/2019;17.983
Valencia (SCD Nou Moles/Soternes);Personas;18/11/2019;30.926
Valencia (SCD Orriols/Sant llorenç);Personas;18/11/2019;27.267
Valencia (SCD Patraix);Personas;18/11/2019;24.548
Valencia (SCD Poblats de L'Oest);Personas;18/11/2019;14.363
Valencia (SCD Poblats del Nord);Personas;18/11/2019;6.558
Valencia (SCD Poblats del Sud);Personas;18/11/2019;20.614
Valencia (SCD Russafa);Personas;18/11/2019;23.684
Valencia (SCD Safranar/Favara);Personas;18/11/2019;12.809
Valencia (SCD Safranar/Vara de Quart);Personas;18/11/2019;20.366
Valencia (SCD Tormos/Sant Antoni);Personas;18/11/2019;18.414
Valencia (SCD Torrefiel);Personas;18/11/2019;26.237
Valencia (SCD Tres Forques/La Fontsanta/La Llum);Personas;18/11/2019;17.535
Valencia de Alcántara;Personas;18/11/2019;5.397
Valencia de Don Juan;Personas;18/11/2019;5.351
Valencina de la Concepción y Castilleja de Guzmán;Personas;18/11/2019;10.572
Valeras, Las y otros municipios;Personas;18/11/2019;5.373
Valga y Catoira;Personas;18/11/2019;9.204
Vall d'Alba y otros municipios;Personas;18/11/2019;6.135
Vall d'en Bas, La y otros municipios;Personas;18/11/2019;5.505
Vall d'Uixó, la;Personas;18/11/2019;31.660
Valladolid (SCD Caamaño - Las Viudas);Personas;18/11/2019;15.095
Valladolid (SCD Canal de Castilla - La Overuela);Personas;18/11/2019;16.929
Valladolid (SCD Caño Argales);Personas;18/11/2019;7.409
Valladolid (SCD Centro - Universidad);Personas;18/11/2019;13.663
Valladolid (SCD Hospital - Barrio España - San Pedro Regalado);Personas;18/11/2019;12.352
Valladolid (SCD Huerta del Rey);Personas;18/11/2019;24.139
Valladolid (SCD La Rubia - Covaresa - Puente Duero);Personas;18/11/2019;34.080
Valladolid (SCD Las Delicias);Personas;18/11/2019;25.916
Valladolid (SCD Pajarillos Altos - Las Flores) y Renedo de Esgueva;Personas;18/11/2019;12.633
Valladolid (SCD Pajarillos Bajos);Personas;18/11/2019;14.271
Valladolid (SCD Parquesol - Arturo Eyries);Personas;18/11/2019;30.222
Valladolid (SCD Paseo Zorrilla Alto - Cuatro de Marzo);Personas;18/11/2019;18.963
Valladolid (SCD Paseo Zorrilla Bajo - Campo Grande);Personas;18/11/2019;14.049
Valladolid (SCD Plaza Circular - Vadillos);Personas;18/11/2019;14.030
Valladolid (SCD Rondilla);Personas;18/11/2019;21.125
Valladolid (SCD San Juan - Batallas - Pilarica);Personas;18/11/2019;17.550
Valladolid (SCD San Nicolás - San Miguel);Personas;18/11/2019;9.774
Valldemossa y otros municipios;Personas;18/11/2019;5.428
Valle de Egüés;Personas;18/11/2019;21.128
Valle de Hecho y otros municipios;Personas;18/11/2019;4.324
Valle de Mena;Personas;18/11/2019;3.726
Valle de Trápaga-Trapagaran;Personas;18/11/2019;11.985
Valle de Valdebezana y otros municipios;Personas;18/11/2019;4.695
Valle del Zalabí y otros municipios;Personas;18/11/2019;4.966
Valle Gran Rey y otros municipios;Personas;18/11/2019;10.393
Valleseco y otros municipios;Personas;18/11/2019;6.727
Vallfogona de Balaguer y otros municipios;Personas;18/11/2019;5.164
Vallirana;Personas;18/11/2019;15.006
Valls;Personas;18/11/2019;24.359
Valsequillo de Gran Canaria;Personas;18/11/2019;9.340
Valtierra y otros municipios;Personas;18/11/2019;6.648
Valverde;Personas;18/11/2019;5.005
Valverde de la Virgen;Personas;18/11/2019;7.328
Valverde del Camino;Personas;18/11/2019;12.820
Valverde del Fresno y otros municipios;Personas;18/11/2019;4.981
Vandellòs i l'Hospitalet de l'Infant;Personas;18/11/2019;6.482
Vedra;Personas;18/11/2019;5.036
Vega de Espinareda y otros municipios;Personas;18/11/2019;4.375
Vega de San Mateo;Personas;18/11/2019;7.556
Vegadeo y otros municipios;Personas;18/11/2019;5.701
Vegas del Genil;Personas;18/11/2019;11.166
Vejer de la Frontera;Personas;18/11/2019;12.624
Velada y otros municipios;Personas;18/11/2019;5.509
Vélez de Benaudalla y otros municipios;Personas;18/11/2019;4.775
Vélez-Blanco y otros municipios;Personas;18/11/2019;4.614
Vélez-Málaga (distrito 01);Personas;18/11/2019;30.730
Vélez-Málaga (distrito 02);Personas;18/11/2019;11.508
Vélez-Málaga (distrito 03);Personas;18/11/2019;26.093
Vélez-Málaga (distrito 04);Personas;18/11/2019;12.295
Vélez-Málaga (distrito 05) y otros municipios;Personas;18/11/2019;5.376
Vélez-Rubio;Personas;18/11/2019;6.555
Velilla de San Antonio;Personas;18/11/2019;12.236
